"","ALUMINUM","AMMONIA_N","ANC","CALCIUM","CHLORIDE","COLOR","COND","DOC","MAGNESIUM","NITRATE_N","NITRITE_N","NTL","PH","POTASSIUM","PTL","SILICA","SODIUM","SULFATE","TURB","OXYGEN","TEMPERATURE","DEPTH","CONDUCTIVITY","SECCHI","AREA_HA","ELEVATION","ABUNDANCE","PERIM_KM","INDEX_LAT_DD","INDEX_LON_DD","MMI_BENT_NLA12","MMI_ZOOP_NLA6","AMITOTAL","LitCvrQc3OE","LitRipCvrQc3OE","RDis_IX","RVegQc3OE","MICX","ATRAZINE","METHYLMERCURY","TOTALHG","Chlorophyl","URBAN","LAKE_ORIGIN"
"1",-4.96184512992682,-6.16581793425276,5.65352587503324,0.884180677955921,0.214304602647005,0.693147180559945,3.41444260841218,1.56444054650336,-0.115410851511328,-6.21460809842219,-6.21460809842219,-0.926341067727656,6.53,-0.0725706928348354,3.09104245335832,1.2867502307835,0.492254238180555,1.21520943625192,0.451075619360217,4.4203548085901,3.94152786878244,0.381475951738142,3.85335084140426,0.324496045574497,3.16451311136662,4.64977452947679,7.11801620446533,1.14050047172731,34.002321,-89.760622,60.5,67.23,-2.07944154167984,-1.14849043852939,-1.24589098624568,0.286842105,-1.41683691640783,-2.31233244444893,-6.21460809842219,-0.941608539858445,4.73873907790951,2.82380926398092,"No","MAN_MADE"
"2",-3.91202300542815,-4.7444322533216,6.22136231502928,0.892407791410823,0.231905056982782,3.25809653802148,3.44998754583159,2.01089499914473,0.049742091894814,-6.21460809842219,-6.21460809842219,0.20375683751402,7.71,0.483659955693221,4.18965474202643,0.771033719217016,0.429832464556459,-0.0418642040986989,3.08099211750481,6.27190476190476,3.29976798850166,0.220918856292099,5.31368967625677,-0.59783700075562,1.93296415151272,4.46424338245574,8.53385363230935,0.557409930534164,33.424506,-89.936903,32.2333333333333,70.83,-2.02117263355586,-0.242542961038522,-0.156268626538265,0.343867244,-0.138115891493875,-1.16851986408346,-1.87514107816711,0.741937344729377,3.65558116871242,7.98900164916633,"No","MAN_MADE"
"3",-4.42284862919414,-4.61522052184159,5.94203439406118,0.34571510370239,-0.0356271776431512,2.94443897916644,3.32862668882732,1.9387416595767,0.373630384588146,-6.21460809842219,-6.21460809842219,-0.0100503358535016,7.55,0.894862784460535,3.80666248977032,0.122217632724249,0.0478373294141601,0.104360015324243,2.09433015417359,6.82619658119658,3.26745432642704,-0.208861112028567,5.07697774273335,-0.22314355131421,2.14287051726496,4.48488757611779,8.76233304060234,0.309308670595438,32.923253,-90.010368,45,59.4,-1.98413136187551,-1.06177703480797,-1.24237758031317,0.47654321,-1.60836374955367,-2.42305924646192,-6.21460809842219,-0.083381608939051,4.31079912538551,6.34807548899863,"No","MAN_MADE"
"4",-3.47376807449699,-4.50986000618377,6.4911121128885,1.58206671563797,1.56548602490492,3.46573590279973,3.95699637107088,1.72455071953461,-0.317454230785451,-6.21460809842219,-6.21460809842219,-1.34323487165944,7.53,-0.12897038129696,2.89037175789616,1.57959707042308,1.34937100701529,1.02029032189264,-0.994252273343867,7.79411764705882,2.57669011894384,1.964228729579,3.88095718585326,1.52060669872748,4.40866476485845,6.78886586225644,10.2034810277021,1.62461480159874,44.4472,-71.8119,61.6,78.78,-0.119346757632566,0.288545490099462,-0.320135707347822,0.677586207,-0.646356488288551,-6.21460809842219,-6.21460809842219,1.22377543162212,6.0116592543935,0.582081532651086,"No","NATURAL"
"5",-6.21460809842219,-5.52146091786225,6.99931966177042,2.15547622795583,2.19377418713587,3.25809653802148,4.95017732505914,1.87180217690159,1.58453027672792,-6.21460809842219,-6.21460809842219,-0.809680996815897,7.67,1.24040116093949,3.40119738166216,2.18840804793165,2.12118311325947,3.42184932139302,0.732367893713227,7.60640740740741,3.23654109338687,1.62156192091739,4.99462823229713,1.7227665977411,5.36878931659214,4.54925318822093,8.2409125416889,2.98278587543025,31.70852,-94.36035,38.4,48.6,-0.63487827243597,-0.287177426473651,-0.412382648717366,0.65,-0.671628669372147,-2.92919574975375,-6.21460809842219,0.405465108108164,4.8283137373023,3.9818430547092,"No","MAN_MADE"
"6",0.908258560176891,1.15688119679209,-8.38530120275322,3.39685463222802,2.28064618547529,1.6094379124341,6.35088571671474,-1.46967597005894,2.25988633846093,-2.55104645229255,-6.21460809842219,1.40241374299977,3.34,1.80484020876659,3.98898404656427,3.72436724704349,2.23793989950051,5.09541139694323,-0.867500567704723,7.43055555555555,3.97384951906224,0.743665602161534,8.05145853237508,-1.90829328548401,3.40362934238029,4.99919987196586,5.58724865840025,0.910983170858336,32.19814,-94.90657,27.6,49.75,-1.15871621238383,-0.663551777046488,-0.852407929579452,0.663888889,-1.16772884101751,-3.34670919637809,-6.21460809842219,-0.415515443961666,5.0220367168207,2.34286165852743,"No","MAN_MADE"
"7",-6.21460809842219,-5.99146454710798,6.54135370232953,1.02890487624329,-0.911303190363116,2.70805020110221,3.33932197794407,1.16938135955632,0.477475644084437,-6.21460809842219,-6.21460809842219,-1.83258146374831,6.71,-2.97592964625781,2.99573227355399,1.11087018606361,-1.51412773262978,-3.03655426807425,0.667829372575655,1.38333333333333,2.83125063488837,0.227135572583747,3.42859635585027,0.741937344729377,2.66041795618545,4.76396628200271,7.01481435127554,0.699068374638963,43.59834,-123.27647,48.2666666666667,56.23,-0.133531392624523,1.2818715001709,-0.0223126214175541,0.80952381,-2.27469217270928,-6.21460809842219,-6.21460809842219,-0.653926467406664,4.04550439680263,1.5831103640643,"No","MAN_MADE"
"8",-6.21460809842219,-4.62537289330561,13.0784214412987,3.03061667540749,0.882113280072569,3.13549421592915,5.3890717298165,1.96290772542388,2.15836824223364,-6.21460809842219,-6.21460809842219,-0.470003629245736,7.84,0.520577915208669,5.28320372873799,1.58821427598247,2.64546532591059,0.308219723669329,0.698134722070984,3.78,2.95386806945529,-0.427710717055484,5.44068460783496,0.405465108108164,3.66480810180143,4.49150661324844,7.02908756414966,1.37675819936936,44.54702,-123.3438,50.5666666666667,57.67,-1.66659632568581,1.24520746658315,0.511796881542415,0.403420195,0.140529063714505,-6.21460809842219,-6.21460809842219,0.262364264467491,4.45306740777813,4.2627120697527,"Yes","MAN_MADE"
"9",-6.21460809842219,-4.42284862919414,13.62436520343,4.42604352009066,5.09547264293164,3.09104245335832,7.17011954344963,1.5830939370945,3.30027146307219,-6.21460809842219,-6.21460809842219,-0.215671536475509,8.2,1.87900692945895,4.47733681447821,2.83368382159959,5.06322774421543,5.60826960764555,2.21484617868604,5.125,3.39114704580865,-1.20397280432594,7.19124105930251,-0.744440474947496,2.64259888945366,2.12679202928852,8.29554851622576,1.56727588839186,26.0702,-97.5631,9.3,50.68,-2.04022082852655,-0.84889780328018,-0.384913280650174,0.137155963,0.0758932555151761,-1.61898332527763,-6.21460809842219,-0.713349887877465,3.84074180342318,6.21901437650501,"Yes","MAN_MADE"
"10",-1.58963528513792,-2.7333680090865,10.2535185223762,2.50389194969908,0.708528282598248,3.46573590279973,4.80402104473326,2.07819075977818,1.03744585343062,-2.23492644452023,-4.96184512992682,-0.110931560707282,7.95,1.32813544694636,5.94803498918065,3.18187983518147,2.01916061079491,1.19785412331776,3.3506055955461,7.61,2.97501923195645,1.01450577937111,4.83786795010711,-0.928869514081015,3.50926062495896,9.90941525133735,7.51860721681525,1.02486546575369,43.45932,-116.1404,42.3,48.05,-3.10109278921182,-0.660613303391475,-1.03982389097391,0.775,-1.16544907439365,-2.97006452680541,-6.21460809842219,-1.04982212449868,2.96269241947579,2.21183728970406,"Yes","MAN_MADE"
"11",-3.03655426807425,-3.50655789731998,11.0356967055245,3.19540246868256,0.0544881852840698,3.29583686600433,4.95723451736914,1.17248213723457,0.825052251439884,-4.96184512992682,-5.80914299031403,-1.38629436111989,8.33,0.183154543097847,2.63905732961526,1.28370777234479,0.316998126785834,1.61561877150918,0.0295588022415444,5.04866666666667,2.78973258940546,1.69744878975681,4.99937210181754,1.63899671467564,4.42307488611611,7.34904116944533,7.25981961036319,1.44778340874207,44.71843,-72.23318,59.3,74.62,-1.1551826401565,-0.893181117906693,-0.853389973012367,0.716666667,-0.751173404014228,-2.96017209815544,-2.40794560865187,0.53062825106217,4.31441673501182,2.74511474523903,"No","NATURAL"
"12",-3.61191841297781,-2.60369018577797,18.2275635959917,3.3813347525659,1.67053301179391,3.25809653802148,6.29526600143965,2.3664984187377,3.28241384567219,-5.52146091786225,-6.21460809842219,-0.175544572514931,8.76,2.25307967309021,5.80513496891649,3.54941621712188,4.10429489307527,1.31157081492395,3.51571583510475,6.18285714285714,2.82663714634091,0.356674943938732,6.29737237399306,-1.20397280432594,4.4979959743554,10.8356276534488,6.72262979485545,1.35709610906981,42.77272,-118.44443,9.9,54.03,-1.18744350237473,-0.0976557680468672,-0.993491060437236,0.826686217,-1.76909378556847,-2.57072601023899,-6.21460809842219,-2.12026353620009,2.03077636969855,3.70967923659393,"No","NATURAL"
"13",-2.97592964625781,-3.64965874096066,24.8411258320263,1.05117121406797,6.97897859451171,3.68887945411394,8.66388757056704,2.98870765861703,1.10525683138678,-6.21460809842219,-6.21460809842219,1.06263962820929,9.22,2.68170622576261,4.7361984483945,1.74798172188216,7.23273313617761,6.41799129354679,2.63547950826737,5.475,3.42588999425253,-0.980829253011726,8.65608519028286,-0.954511944694353,1.90549065417597,2.68699738211917,8.09315669772264,0.0466088515979527,26.62182,-98.05893,43,39.88,-6.21460809842219,-5.2263515586192,-3.51018506755575,0.914529915,-2.77557496863848,-2.00730694392064,-2.81341071676004,-2.52572864430826,3.89345161984271,6.75273382013685,"No","MAN_MADE"
